graduate_id,name,age,gender,degree,graduation_year,employed,company,salary,months_to_employment,skill
714,Richard Larsen,22,Male,Marketing,2024,True,Accenture,31671.0,11.0,SQL
715,William Martinez,23,Male,Law,2024,True,Standard Bank,21049.0,1.0,Excel
716,Kelly Cox,24,Male,Civil Engineering,2023,True,Vodacom,38998.0,9.0,Excel
717,Sabrina Leonard,33,Female,Law,2024,False,,,,Machine Learning
718,Alexander Turner,28,Female,Data Science,2025,False,,,,Machine Learning
719,Brandy Rowe,27,Female,Education,2025,False,,,,Communication
720,John Brown DVM,22,Male,B Com Accounting,2023,False,,,,Machine Learning
721,Melinda Velez,29,Female,Law,2023,True,Amazon,51190.0,2.0,PowerBI
722,John Murphy,26,Male,Law,2023,False,,,,Java
723,Lisa Lewis,26,Female,Law,2023,False,,,,Python
724,Justin Thomas,25,Male,Computer Science,2024,False,,,,Machine Learning
725,Phyllis Hill,28,Female,Computer Science,2024,True,Vodacom,48319.0,6.0,PowerBI
726,Timothy Rowe,22,Female,Computer Science,2024,True,Amazon,20729.0,3.0,PowerBI
727,Lori Manning,27,Female,Computer Science,2025,False,,,,Communication
728,Thomas Wong,22,Male,Civil Engineering,2025,False,,,,Excel
729,Gary Robinson,28,Male,Law,2025,True,Standard Bank,56646.0,8.0,Python
730,Robert Elliott,27,Female,Law,2023,False,,,,SQL
731,Linda Stone,31,Female,Civil Engineering,2025,False,,,,Cloud Computing
732,Cody Johnson,28,Male,B Com Accounting,2024,True,Amazon,45004.0,3.0,PowerBI
733,Roy Contreras,28,Female,B Com Accounting,2025,False,,,,PowerBI
734,Ashley Clark,26,Male,Computer Science,2025,True,Standard Bank,38903.0,8.0,Cloud Computing
735,Erin Gonzalez,29,Male,Law,2023,False,,,,SQL
736,Pamela Richards,23,Female,Civil Engineering,2024,True,Standard Bank,17943.0,9.0,Java
737,Rebecca Ortiz,33,Male,Civil Engineering,2024,True,Capitec,18869.0,2.0,Java
738,Tyler Griffin,31,Male,Information Systems,2024,True,Standard Bank,21866.0,7.0,Cloud Computing
739,Debra Tate,28,Male,Information Systems,2023,False,,,,PowerBI
740,Amanda Franklin,33,Female,B Com Accounting,2023,False,,,,Python
741,Brendan Massey,29,Male,B Com Accounting,2023,False,,,,PowerBI
742,Jason Martin,23,Female,Education,2024,False,,,,SQL
743,Cheryl Knapp,33,Male,Information Systems,2023,False,,,,Machine Learning
744,Grace Young,24,Male,Law,2024,False,,,,Java
745,Steven Bailey,35,Male,Law,2024,True,Amazon,56842.0,5.0,Java
746,Ashley Ruiz,24,Male,B Com Accounting,2023,True,Discovery,48284.0,10.0,SQL
747,Louis Mata,33,Female,Data Science,2025,True,Accenture,59015.0,5.0,Python
748,Damon Jones,25,Male,Computer Science,2025,False,,,,Communication
749,Dominic Landry,31,Female,Civil Engineering,2023,False,,,,Java
750,Elizabeth Wood,21,Female,Computer Science,2025,False,,,,Java
751,Taylor Thomas,24,Male,B Com Accounting,2025,False,,,,Java
752,Elizabeth Burke,28,Female,Information Systems,2024,False,,,,Java
753,Eric Scott,22,Female,Computer Science,2023,True,Discovery,47255.0,12.0,Excel
754,Patricia Chen,23,Male,Law,2025,True,Standard Bank,41271.0,7.0,Machine Learning
755,Parker Elliott,22,Female,Civil Engineering,2025,False,,,,Python
756,Natasha Hanson,28,Female,Law,2023,False,,,,Java
757,Emily Parsons,30,Male,Data Science,2025,False,,,,Communication
758,Jesus Miller,29,Male,Computer Science,2023,True,Vodacom,51568.0,3.0,Excel
759,Christopher Medina,28,Female,Civil Engineering,2025,False,,,,PowerBI
760,Alfred Johnston,25,Female,B Com Accounting,2025,False,,,,Python
761,Patrick Alexander,28,Male,Law,2023,False,,,,PowerBI
762,David Hobbs,28,Male,Computer Science,2024,False,,,,Java
763,Trevor Kirk,33,Male,B Com Accounting,2024,False,,,,Machine Learning
764,Derrick Rodriguez,33,Female,Marketing,2025,False,,,,Communication
765,Denise Stewart,26,Male,Data Science,2025,False,,,,SQL
766,Kelly Roy,24,Female,Civil Engineering,2023,True,Shoprite,28609.0,5.0,Java
767,Alexander Conner,25,Female,Information Systems,2023,False,,,,PowerBI
768,Kelly Green,29,Female,Education,2024,True,Vodacom,56290.0,12.0,Python
769,Donald Bennett,33,Male,Education,2024,False,,,,PowerBI
770,Steven Freeman,33,Female,Law,2023,False,,,,Java
771,Joseph Rose,29,Female,Education,2025,True,Vodacom,51744.0,11.0,Python
772,Emily Hanson,34,Female,Data Science,2025,True,Discovery,24974.0,4.0,SQL
773,Rhonda Snyder,30,Male,Law,2024,True,Deloitte,36247.0,10.0,Java
774,Tony Flores,32,Female,Computer Science,2024,False,,,,SQL
775,James Lewis,35,Male,B Com Accounting,2024,True,Takealot,59050.0,2.0,Communication
776,Robert Myers,29,Male,Information Systems,2025,True,Takealot,41603.0,6.0,Machine Learning
777,Timothy Murphy,23,Male,Law,2024,True,Standard Bank,15209.0,2.0,SQL
778,Danielle Elliott,21,Female,Computer Science,2023,True,Discovery,26179.0,6.0,PowerBI
779,Christopher Collins,21,Male,Marketing,2023,True,Capitec,45724.0,9.0,Excel
780,Jamie Mendoza,23,Male,B Com Accounting,2024,True,Deloitte,16910.0,10.0,Communication
781,Larry Johnson,27,Male,Data Science,2023,False,,,,Cloud Computing
782,Shannon Pope,26,Female,Information Systems,2024,False,,,,PowerBI
783,Meagan Parsons,25,Male,Information Systems,2024,True,Deloitte,22182.0,8.0,PowerBI
784,Cassandra Stevens,34,Female,Information Systems,2023,True,Amazon,29791.0,5.0,Excel
785,Lisa Figueroa,29,Female,Information Systems,2023,True,Deloitte,37716.0,6.0,SQL
786,Taylor Allen,32,Female,Civil Engineering,2024,True,Amazon,33281.0,12.0,Communication
787,Thomas Weaver,34,Female,Education,2023,True,Shoprite,49230.0,11.0,Communication
788,Sydney Lee,34,Male,Education,2025,True,Capitec,53295.0,8.0,Communication
789,Felicia Oneal,22,Male,Marketing,2025,False,,,,Python
790,Rebecca Murphy,27,Male,Education,2024,True,Takealot,47094.0,2.0,Python
791,Beth Casey,33,Female,Data Science,2023,False,,,,PowerBI
792,Ms. Andrea Archer,26,Male,Information Systems,2024,True,Deloitte,28395.0,9.0,SQL
793,Terry Hernandez,32,Female,Civil Engineering,2023,True,Takealot,37324.0,7.0,Excel
794,Catherine Sullivan,23,Male,Civil Engineering,2023,True,Discovery,52078.0,4.0,Excel
795,Jesse Smith,29,Male,B Com Accounting,2023,False,,,,Excel
796,Michelle Swanson,21,Male,Marketing,2024,False,,,,Excel
797,Scott Kidd,27,Male,Marketing,2024,True,Vodacom,18295.0,10.0,SQL
798,Arthur Shaw,30,Male,Data Science,2025,False,,,,PowerBI
799,Derek Hart,24,Male,Civil Engineering,2024,True,Discovery,51969.0,4.0,PowerBI
800,Christopher Russell,29,Male,Civil Engineering,2025,True,Deloitte,59736.0,5.0,Python
801,Cheryl Combs,28,Female,B Com Accounting,2024,True,Amazon,19254.0,11.0,Communication
802,Corey Price,28,Female,Marketing,2023,True,Discovery,33205.0,9.0,SQL
803,Michele Thomas,27,Female,Computer Science,2024,True,Standard Bank,41436.0,3.0,Machine Learning
804,Jessica Jennings,22,Female,Data Science,2025,True,Discovery,46806.0,11.0,SQL
805,Kelly Bradford,27,Female,Law,2025,True,Accenture,23800.0,7.0,SQL
806,Lisa Riley,24,Female,Computer Science,2024,False,,,,Communication
807,Isaiah Lewis,21,Female,Civil Engineering,2025,True,Discovery,19788.0,10.0,Java
808,Ronald Ibarra,23,Male,Law,2025,True,Discovery,42996.0,4.0,PowerBI
809,Mrs. Erika Reyes,34,Female,Law,2025,False,,,,Python
810,Joshua Wong,34,Female,Information Systems,2025,False,,,,SQL
811,Thomas Sims,32,Male,Computer Science,2024,False,,,,Java
812,Janet Snyder,27,Male,Civil Engineering,2023,True,Deloitte,45923.0,4.0,Java
813,Aaron Johnson,27,Female,Law,2025,False,,,,Java
814,Ryan Johnson,30,Female,Marketing,2024,True,Takealot,41298.0,11.0,PowerBI
815,Natalie Holden,23,Female,Education,2023,False,,,,Cloud Computing
816,Tyler Willis,26,Female,Law,2023,False,,,,Python
817,Sandra Evans,27,Male,Marketing,2024,False,,,,Machine Learning
818,Sean Morton,35,Female,Civil Engineering,2023,False,,,,Java
819,Joseph Smith,26,Female,Information Systems,2025,True,Capitec,17623.0,6.0,Machine Learning
820,Ryan Fletcher,21,Male,Data Science,2024,False,,,,Java
821,Bryan James,30,Female,Education,2023,False,,,,Java
822,Nicholas Chase,27,Female,Information Systems,2023,False,,,,Java
823,Sean Lewis,31,Male,Law,2024,False,,,,Java
824,Brandon Smith,22,Female,Marketing,2023,True,Amazon,26982.0,12.0,PowerBI
825,Christopher Ray,31,Female,Information Systems,2024,False,,,,Python
826,Taylor Gomez,29,Female,Data Science,2024,False,,,,Cloud Computing
827,Kathleen Hughes,31,Female,Data Science,2024,False,,,,Python
828,Eric Mitchell,22,Female,Law,2025,True,Accenture,36126.0,10.0,Java
829,James Hunt,25,Female,Education,2023,False,,,,PowerBI
830,Jennifer Marks,35,Female,Law,2024,True,Standard Bank,16385.0,3.0,Python
831,Eric Gray,24,Male,Civil Engineering,2025,False,,,,Excel
832,Jennifer Campbell,28,Male,Civil Engineering,2023,True,Discovery,20974.0,6.0,Excel
833,Jordan Smith,34,Male,Marketing,2025,False,,,,Cloud Computing
834,Renee Thompson,33,Female,Education,2024,False,,,,Cloud Computing
835,Shane Davis,25,Male,Civil Engineering,2023,True,Discovery,16105.0,1.0,Machine Learning
836,Maria Moore,32,Female,B Com Accounting,2025,False,,,,SQL
837,Joseph Shields,33,Male,Data Science,2023,True,Takealot,46386.0,9.0,SQL
838,Devin Wilson,26,Male,Computer Science,2023,True,Shoprite,24364.0,7.0,PowerBI
839,Heather Gay,35,Male,Computer Science,2025,False,,,,Excel
840,Kelly Joseph,32,Female,Education,2025,False,,,,Excel
841,John Gould,31,Male,Information Systems,2024,True,Capitec,56968.0,1.0,Python
842,James Pearson,33,Male,Education,2025,True,Amazon,45661.0,12.0,Excel
843,Melanie Wood,24,Female,Civil Engineering,2023,True,Amazon,17243.0,12.0,Communication
844,Erin Montes,27,Male,Data Science,2023,True,Standard Bank,23642.0,7.0,Excel
845,Elizabeth Daniels,28,Female,Civil Engineering,2024,False,,,,PowerBI
846,William Zamora,21,Male,Law,2025,True,Accenture,52778.0,7.0,Python
847,Tanner Weber,25,Male,Information Systems,2023,False,,,,PowerBI
848,Kyle Morgan,34,Female,Information Systems,2023,False,,,,Excel
849,Renee Clark,28,Male,Marketing,2024,True,Shoprite,32904.0,10.0,Cloud Computing
850,Lindsey Calderon,21,Male,Computer Science,2023,True,Capitec,47260.0,5.0,PowerBI
851,Brenda Williams,32,Male,Civil Engineering,2023,False,,,,SQL
852,Kevin Garza,29,Female,Marketing,2024,True,Capitec,33189.0,4.0,Machine Learning
853,Oscar Martinez,27,Male,Marketing,2024,True,Standard Bank,56637.0,2.0,Python
854,Scott Goodman,35,Female,B Com Accounting,2023,False,,,,Python
855,Ashley Vazquez,24,Male,Computer Science,2025,True,Discovery,58724.0,2.0,Cloud Computing
856,Jennifer Weeks,35,Female,Computer Science,2025,False,,,,Python
857,Mark Fitzgerald,28,Female,Law,2024,False,,,,Java
858,Casey Crawford,28,Female,Data Science,2024,False,,,,Communication
859,Ashley Morrison,30,Male,Law,2025,True,Vodacom,38684.0,2.0,Excel
860,Sarah Henry,24,Male,Data Science,2024,False,,,,Cloud Computing
861,Erica Burns,29,Male,Computer Science,2024,False,,,,SQL
862,Billy Martinez,28,Male,Civil Engineering,2023,False,,,,SQL
863,Martin Adams,26,Male,Information Systems,2025,False,,,,Cloud Computing
864,James Harris,21,Female,Information Systems,2024,False,,,,Cloud Computing
865,Jeffrey Kirk,26,Male,Civil Engineering,2023,True,Standard Bank,24924.0,4.0,Communication
866,Zachary Franklin,27,Male,Information Systems,2024,False,,,,SQL
867,Ariana Johnson,21,Female,Law,2025,False,,,,Java
868,Kristin Donaldson,29,Male,Data Science,2025,True,Takealot,17192.0,11.0,Java
869,Aaron Hamilton,22,Male,Computer Science,2024,True,Accenture,55839.0,7.0,Excel
870,Adrian Bray,24,Female,B Com Accounting,2025,False,,,,Communication
871,Cynthia Boone,29,Male,Information Systems,2025,True,Amazon,49523.0,2.0,Communication
872,Samantha Morgan,33,Male,Education,2025,False,,,,Java
873,Crystal Wilson,35,Male,Law,2024,False,,,,Machine Learning
874,Barbara Francis,32,Male,B Com Accounting,2023,False,,,,SQL
875,Melissa Goodwin MD,28,Male,Marketing,2025,False,,,,Machine Learning
876,Laura Jimenez,32,Male,Education,2024,False,,,,SQL
877,Taylor Jensen,33,Female,Data Science,2024,True,Deloitte,33806.0,9.0,PowerBI
878,Paul Myers,26,Male,Computer Science,2024,False,,,,Communication
879,Craig Roberts,32,Male,B Com Accounting,2024,True,Shoprite,26393.0,10.0,Python
880,Henry Fisher,28,Male,Civil Engineering,2024,True,Amazon,44549.0,11.0,Machine Learning
881,Jose Hernandez,30,Male,Law,2025,False,,,,Java
882,Patrick Taylor,31,Female,Data Science,2025,True,Accenture,59513.0,8.0,Communication
883,Jennifer Jenkins,29,Male,Marketing,2024,False,,,,Java
884,Larry Bennett,34,Female,Data Science,2024,False,,,,Excel
885,Mr. Timothy Brown,35,Male,Data Science,2025,False,,,,Machine Learning
886,Joseph Buckley,24,Female,B Com Accounting,2023,True,Discovery,58681.0,7.0,Java
887,Dakota Cantrell,25,Male,Computer Science,2024,True,Shoprite,58347.0,6.0,Excel
888,Susan Warner,22,Male,Information Systems,2023,True,Discovery,58112.0,10.0,Cloud Computing
889,Billy Schultz,32,Female,B Com Accounting,2023,False,,,,Cloud Computing
890,Kathryn Wagner,28,Male,Data Science,2025,False,,,,Excel
891,Steven Hawkins,24,Male,Computer Science,2023,False,,,,PowerBI
892,Jennifer Kelley,34,Male,B Com Accounting,2023,True,Shoprite,25255.0,9.0,Excel
893,Michael Smith,31,Male,Law,2025,False,,,,Communication
894,Tara Lopez,29,Female,Education,2024,False,,,,Cloud Computing
895,Timothy Wilson,21,Female,Information Systems,2024,True,Discovery,47676.0,7.0,Excel
896,Charles Zavala,28,Female,B Com Accounting,2024,False,,,,SQL
897,Renee Johns,27,Female,Marketing,2025,False,,,,Machine Learning
898,Tyler Little,25,Male,Law,2023,True,Capitec,29686.0,4.0,SQL
899,Alexander Herrera,33,Female,Civil Engineering,2025,False,,,,Communication
900,Larry Maldonado,28,Male,Information Systems,2024,False,,,,Java
901,Lisa Gonzalez,25,Male,Computer Science,2024,False,,,,SQL
902,Kristina Collins,25,Female,Information Systems,2024,False,,,,Python
903,Anthony Day,25,Male,Civil Engineering,2025,True,Capitec,58498.0,9.0,Python
904,Nichole Strickland,31,Female,Education,2024,True,Deloitte,19699.0,1.0,SQL
905,Michael Ramos,25,Female,B Com Accounting,2025,True,Shoprite,21841.0,4.0,SQL
906,Ryan Yoder,25,Female,Data Science,2023,True,Accenture,34799.0,12.0,Communication
907,Dominique Wilson,33,Female,Data Science,2024,False,,,,SQL
908,Laura Hampton,22,Female,Computer Science,2024,True,Discovery,35693.0,6.0,Machine Learning
909,Felicia Powell,23,Male,Education,2025,False,,,,Machine Learning
910,Jeremy Lewis,35,Female,Computer Science,2023,False,,,,Java
911,David Johnson,25,Male,Computer Science,2025,True,Standard Bank,41741.0,3.0,Cloud Computing
912,Dean Johnson,21,Female,Marketing,2023,True,Takealot,58380.0,10.0,Excel
913,Mary Holt,24,Male,Marketing,2025,True,Takealot,29145.0,1.0,Java
914,Linda Nguyen,24,Female,Information Systems,2023,False,,,,Cloud Computing
915,Matthew Moore,34,Male,Data Science,2025,False,,,,PowerBI
916,Kelly Rodriguez,32,Male,Data Science,2023,True,Capitec,37908.0,11.0,PowerBI
917,Tyler Williams,26,Male,Data Science,2023,True,Amazon,15825.0,2.0,Excel
918,Kristin Bond,21,Female,Education,2024,True,Vodacom,22079.0,1.0,PowerBI
919,Alexander Robinson,34,Male,Data Science,2024,False,,,,Python
920,Cynthia Ferguson DVM,32,Female,Civil Engineering,2023,False,,,,Communication
921,Melanie Montoya,31,Male,Marketing,2025,True,Standard Bank,59239.0,6.0,Machine Learning
922,Dustin Lopez,25,Female,Data Science,2023,True,Shoprite,43304.0,11.0,Python
923,Alexandra Hudson,27,Female,Education,2025,False,,,,Communication
924,Pamela Larson,34,Female,B Com Accounting,2023,False,,,,Communication
925,Lauren King,21,Female,Computer Science,2025,True,Deloitte,26809.0,7.0,Machine Learning
926,Brian Williams,25,Female,Law,2024,True,Standard Bank,36058.0,9.0,Excel
927,Sarah Jennings,25,Female,Education,2023,False,,,,Excel
928,Antonio Ryan,29,Female,Data Science,2023,False,,,,Machine Learning
929,Scott Gross,23,Male,Computer Science,2024,False,,,,PowerBI
930,Cheryl Kelly,23,Female,Marketing,2025,True,Standard Bank,27664.0,1.0,Communication
931,Robert Stewart,26,Female,Data Science,2025,False,,,,PowerBI
932,Sean Novak,27,Female,Education,2024,True,Accenture,53090.0,9.0,Machine Learning
933,Mrs. Erika Wright,22,Female,Information Systems,2025,True,Vodacom,50593.0,6.0,Java
934,Philip Riley,26,Female,Civil Engineering,2025,False,,,,Python
935,Nicole Baldwin,23,Male,Education,2023,False,,,,SQL
936,Clayton Craig,33,Male,Law,2025,False,,,,Excel
937,Erin Goodman,30,Male,B Com Accounting,2023,False,,,,Cloud Computing
938,Benjamin Johnson,21,Female,Computer Science,2023,True,Vodacom,22110.0,12.0,Excel
939,Robert Harris MD,23,Female,Marketing,2023,True,Standard Bank,38305.0,7.0,PowerBI
940,Kimberly Kane,32,Male,Marketing,2025,True,Capitec,45562.0,2.0,Java
941,Sandra Lee,31,Male,Education,2023,True,Standard Bank,21898.0,10.0,Python
942,Edward Carpenter,25,Male,B Com Accounting,2023,True,Shoprite,43762.0,2.0,PowerBI
943,Carla Silva,22,Male,Civil Engineering,2023,True,Deloitte,56495.0,12.0,Python
944,Robert Callahan,29,Male,Information Systems,2024,True,Vodacom,49758.0,12.0,Machine Learning
945,Samuel Garcia,22,Female,Civil Engineering,2023,False,,,,Machine Learning
946,Mark Wheeler,31,Male,Marketing,2025,False,,,,SQL
947,Jill Duncan,25,Female,Computer Science,2025,False,,,,Excel
948,Larry Hall,33,Male,Data Science,2024,True,Shoprite,53187.0,4.0,Java
949,Ronald Bailey,33,Female,Data Science,2025,False,,,,Python
950,Dean Spencer,21,Male,Computer Science,2023,True,Shoprite,20166.0,11.0,SQL
951,Ashley Jackson,30,Female,Law,2025,False,,,,Excel
952,Gregory Smith,22,Female,B Com Accounting,2024,True,Discovery,40018.0,3.0,Excel
953,Robert Kane,33,Female,Civil Engineering,2023,False,,,,PowerBI
954,Alexis Hamilton,21,Female,Computer Science,2023,False,,,,Python
955,Yesenia Roach,26,Female,Civil Engineering,2024,True,Vodacom,44757.0,2.0,PowerBI
956,John Sampson,31,Female,Computer Science,2025,False,,,,Excel
957,Ms. Alejandra Roy,28,Male,Civil Engineering,2023,True,Shoprite,45921.0,8.0,Cloud Computing
958,Zachary Barton,34,Male,Law,2025,True,Vodacom,16931.0,12.0,Cloud Computing
959,Krista Bright,29,Male,B Com Accounting,2023,True,Standard Bank,49361.0,10.0,Cloud Computing
960,John Johnson,22,Male,Marketing,2025,True,Amazon,38327.0,2.0,Excel
961,Karen Miller MD,33,Male,Computer Science,2025,False,,,,Machine Learning
962,Keith Knight,24,Female,B Com Accounting,2024,True,Vodacom,28033.0,2.0,PowerBI
963,Ian Johnson,21,Female,Information Systems,2023,True,Takealot,15424.0,8.0,Cloud Computing
964,Thomas Davila,25,Female,Civil Engineering,2025,True,Deloitte,58661.0,5.0,Machine Learning
965,Marcus Koch,27,Female,Computer Science,2025,True,Takealot,41874.0,6.0,Java
966,Benjamin Rasmussen,27,Female,Civil Engineering,2025,True,Capitec,50332.0,11.0,SQL
967,Steven White,30,Male,Civil Engineering,2023,False,,,,Python
968,Timothy Morris,31,Male,B Com Accounting,2023,False,,,,PowerBI
969,Michael White,22,Male,Data Science,2025,True,Deloitte,50847.0,12.0,SQL
970,Jennifer Wu,27,Male,Data Science,2024,False,,,,Communication
971,Oscar Fry,28,Male,Computer Science,2024,True,Vodacom,52605.0,6.0,Machine Learning
972,Brandon Trevino,28,Female,B Com Accounting,2025,True,Deloitte,18614.0,11.0,Cloud Computing
973,Jon Lawrence MD,33,Female,Law,2025,False,,,,Machine Learning
974,Kevin Meadows,31,Female,Computer Science,2025,False,,,,SQL
975,Kevin Brown,25,Male,Data Science,2025,False,,,,PowerBI
976,Donna Rodriguez,23,Male,B Com Accounting,2024,True,Discovery,36662.0,4.0,Java
977,Rhonda Price,26,Female,Marketing,2024,False,,,,Communication
978,Dawn Martinez,30,Male,Marketing,2023,True,Amazon,28678.0,1.0,Excel
979,Terry Griffin,29,Male,Marketing,2025,True,Discovery,16836.0,5.0,Python
980,Robert Beck,27,Female,Law,2025,False,,,,Excel
981,Theresa Reed,31,Male,B Com Accounting,2024,False,,,,PowerBI
982,Alexandra Smith,26,Male,Information Systems,2024,True,Amazon,35297.0,10.0,Machine Learning
983,Richard Evans,28,Female,Law,2023,False,,,,Java
984,Robert Smith,25,Male,Law,2024,True,Deloitte,56609.0,6.0,Excel
985,Dr. Jeffrey Blair,29,Female,Education,2024,True,Standard Bank,55438.0,11.0,PowerBI
986,Crystal Pratt,29,Male,Information Systems,2025,False,,,,Cloud Computing
987,Crystal Roach,21,Male,Computer Science,2023,True,Standard Bank,27998.0,2.0,Excel
988,Ian Rogers,26,Male,Information Systems,2023,False,,,,SQL
989,Cassandra Davis,34,Female,Civil Engineering,2024,False,,,,PowerBI
990,Anthony Torres,30,Male,B Com Accounting,2023,False,,,,Excel
991,Curtis Hess,21,Male,Marketing,2023,True,Amazon,39068.0,1.0,Excel
992,Shawn Fletcher,21,Female,Computer Science,2025,False,,,,SQL
993,Jacob Salas,28,Male,Education,2023,True,Accenture,41268.0,1.0,PowerBI
994,Abigail Norton,21,Female,Data Science,2024,False,,,,Cloud Computing
995,Melissa Deleon,26,Male,Data Science,2025,False,,,,Python
996,Christopher Clark DDS,25,Male,Marketing,2025,False,,,,SQL
997,Tiffany Vasquez,23,Male,Law,2025,True,Capitec,36409.0,2.0,SQL
998,Brian Allen,28,Male,Education,2023,False,,,,Java
999,Jerry Sawyer,25,Male,Marketing,2025,False,,,,Communication
1000,Kayla Ramirez,35,Female,Computer Science,2023,True,Capitec,26135.0,9.0,Communication
